"filename", "language", "PHP", "Markdown", "JSON", "XML", "JavaScript", "CSS", "SCSS", "Less", "Ruby", "comment", "blank", "total"
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sk.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 31
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sl.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sr_latn.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-sv.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-tl.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-tr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 32
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-uk.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-vi.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\language\phpmailer.lang-zh_cn.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\DSNConfigurator.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 0, 0, 80, 30, 248
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\Exception.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 41
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\OAuth.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 79, 15, 140
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\OAuthTokenProvider.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 45
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\PHPMailer.php", "PHP", 2854, 0, 0, 0, 0, 0, 0, 0, 0, 1890, 383, 5127
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\POP3.php", "PHP", 181, 0, 0, 0, 0, 0, 0, 0, 0, 234, 53, 468
"c:\xampp\htdocs\TiendaOnline_Veterinaria_TerraPet\vendor\phpmailer\phpmailer\src\SMTP.php", "PHP", 721, 0, 0, 0, 0, 0, 0, 0, 0, 604, 142, 1467
"Total", "-", 9392, 208, 312, 36, 112100, 29476, 525, 239, 8, 37989, 30940, 221225
